area-name,duoarea,period,process,process-name,product,product-name,series,series-description,units,value
PADD 1,R10,2020-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,45355.7
PADD 1C,R1Z,2020-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21116.1
PADD 1A,R1X,2020-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,7346.6
PADD 1B,R1Y,2020-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16893
PADD 1,R10,2020-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,41846.6
PADD 1C,R1Z,2020-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20736.5
PADD 1B,R1Y,2020-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15564.8
PADD 1A,R1X,2020-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5545.4
PADD 1,R10,2020-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,42998.7
PADD 1C,R1Z,2020-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22663.3
PADD 1A,R1X,2020-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4587.8
PADD 1B,R1Y,2020-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15747.6
PADD 1,R10,2020-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,41364.5
PADD 1C,R1Z,2020-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22871.3
PADD 1B,R1Y,2020-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14418.2
PADD 1A,R1X,2020-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4075
PADD 1,R10,2020-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,40769.5
PADD 1C,R1Z,2020-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22254.8
PADD 1A,R1X,2020-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4281.1
PADD 1B,R1Y,2020-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14233.6
PADD 1,R10,2020-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,44544.5
PADD 1C,R1Z,2020-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23187.8
PADD 1B,R1Y,2020-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16127.5
PADD 1A,R1X,2020-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5229.1
PADD 1,R10,2020-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,46876.4
PADD 1C,R1Z,2020-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24028.2
PADD 1A,R1X,2020-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5949.9
PADD 1B,R1Y,2020-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16898.4
PADD 1,R10,2020-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,48164.1
PADD 1B,R1Y,2020-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,17918.3
PADD 1C,R1Z,2020-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23037.8
PADD 1A,R1X,2020-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,7208
PADD 1,R10,2020-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,55021.6
PADD 1C,R1Z,2020-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23526.8
PADD 1A,R1X,2020-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,9990.9
PADD 1B,R1Y,2020-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,21504
PADD 1,R10,2021-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,55485.1
PADD 1C,R1Z,2021-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22957.2
PADD 1B,R1Y,2021-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22055.4
PADD 1A,R1X,2021-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,10472.5
PADD 1,R10,2021-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,57943.5
PADD 1C,R1Z,2021-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24378.8
PADD 1A,R1X,2021-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,11292.8
PADD 1B,R1Y,2021-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22272
PADD 1,R10,2021-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,55211.5
PADD 1B,R1Y,2021-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20564.4
PADD 1C,R1Z,2021-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,25548.9
PADD 1A,R1X,2021-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,9098.2
PADD 1,R10,2021-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,48764.7
PADD 1C,R1Z,2021-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,25227.8
PADD 1B,R1Y,2021-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,17217
PADD 1A,R1X,2021-04,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,6319.9
PADD 1,R10,2021-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,44832.1
PADD 1C,R1Z,2021-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24081.1
PADD 1B,R1Y,2021-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15296.2
PADD 1A,R1X,2021-05,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5454.8
PADD 1,R10,2021-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,45542.8
PADD 1C,R1Z,2021-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,25020.4
PADD 1B,R1Y,2021-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15841.8
PADD 1A,R1X,2021-06,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4680.6
PADD 1,R10,2021-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,41810.8
PADD 1C,R1Z,2021-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,23167.5
PADD 1A,R1X,2021-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4257.9
PADD 1B,R1Y,2021-07,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,14385.4
PADD 1,R10,2021-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,43890.5
PADD 1C,R1Z,2021-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24313.5
PADD 1B,R1Y,2021-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15146.4
PADD 1A,R1X,2021-08,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4430.7
PADD 1,R10,2021-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,44975
PADD 1B,R1Y,2021-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,15483.5
PADD 1C,R1Z,2021-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24511.3
PADD 1A,R1X,2021-09,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,4980.2
PADD 1,R10,2021-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,47390
PADD 1C,R1Z,2021-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24742.6
PADD 1A,R1X,2021-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,5904.8
PADD 1B,R1Y,2021-10,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,16742.6
PADD 1,R10,2021-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,51836
PADD 1C,R1Z,2021-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,25518
PADD 1B,R1Y,2021-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,18972.8
PADD 1A,R1X,2021-11,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,7345.2
PADD 1,R10,2021-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,54994.9
PADD 1C,R1Z,2021-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24993
PADD 1B,R1Y,2021-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,20095.6
PADD 1A,R1X,2021-12,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,9906.2
PADD 1,R10,2022-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,58721.3
PADD 1C,R1Z,2022-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,24111.6
PADD 1A,R1X,2022-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,12063
PADD 1B,R1Y,2022-01,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22546.7
PADD 1,R10,2022-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,60692.8
PADD 1C,R1Z,2022-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,26537.1
PADD 1B,R1Y,2022-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,22377.1
PADD 1A,R1X,2022-02,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,11778.7
PADD 1,R10,2022-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200010001,East Coast (PADD 1) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,54579
PADD 1A,R1X,2022-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200011001,New England (PADD 1A) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,8734.7
PADD 1B,R1Y,2022-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200012001,Central Atlantic (PADD 1B) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,19107.7
PADD 1C,R1Z,2022-03,P00,All Sales/Deliveries,EPD2,No 2 Distillate,C200013001,Lower Atlantic (PADD 1C) No 2 Distillate All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),MGAL/D,26736.6
